Unnamed: 0,Unnamed: 1,Alliance,Systems,Members,Corps
3344.0,,Eve Flashmob Alliance,0,0,0
3345.0,,EVE Gambling,0,0,0
3346.0,,EVE Gamers,0,0,0
3347.0,,EVE Gate Conglomerate,0,0,0
3348.0,,Eve Independent Builders Alliance,0,0,0
3349.0,,Eve Industrial Alliance,0,0,0
3350.0,,Eve Interstaller Collective of Riders,0,0,0
3351.0,,Eve Mart Alliance,0,0,0
3352.0,,Eve Online a Bad Game,0,0,0
3353.0,,Eve Online Book Author Consortium,0,0,0
3354.0,,Eve Order Alliance,0,0,0
3355.0,,EVE Player Alliance 002,0,0,0
3356.0,,Eve Protectorate Alliance,0,0,0
3357.0,,Eve Radio Alliance,0,0,0
3358.0,,Eve Radio Alliance,0,0,0
3359.0,,EVE Republic Alliance,0,0,0
3360.0,,EVE Rogues Alliance,0,0,0
3361.0,,EvE Rookie Collective Alliance,0,0,0
3362.0,,Eve Service Alliance,0,0,0
3363.0,,eve shipbuilder-r-us Alliance,0,0,0
3364.0,,EVE Trade Consortium,0,0,0
3365.0,,Eve Trade Federation Alliance,0,0,0
3366.0,,EVE Trade Organisation,0,0,0
3367.0,,Eve Trade Union,0,0,0
3368.0,,Eve Unasol Indrustries,0,0,0
3369.0,,Eve's Misguided Children,0,0,0
3370.0,,Eve's Misguided Children,0,0,0
3371.0,,Eve's Misguided Children,0,0,0
3372.0,,Eve's Misguided Children,0,0,0
3373.0,,Eve's Misguided Children,0,0,0
3374.0,,EVE-Bet Alliance,0,0,0
3375.0,,EVE-ECCE,0,0,0
3376.0,,EVE-Lution Mercenaries,0,0,0
3377.0,,EVE-Lution Mercenaries,0,0,0
3378.0,,EVE-UNION,0,0,0
3379.0,,EVE-UNION,0,0,0
3380.0,,EVE-UNION,0,0,0
3381.0,,EveBowl Alliance,0,0,0
3382.0,,EveIsEasy.com,0,0,0
3383.0,,Event Horizon Ergonomics,0,0,0
3384.0,,Event Horizon Protocol,0,0,0
3385.0,,Event Horizon.,0,0,0
3386.0,,Event Horizon.,0,0,0
3387.0,,Event-Horizon,0,0,0
3388.0,,Eventus Imperium,0,0,0
3389.0,,Eveoholics Anonymous,0,0,0
3390.0,,EVEolution.,0,0,0
3391.0,,Ever Living Flying Flapjacks,0,0,0
3392.0,,Everto Lacrima Alliance,0,0,0
3393.0,,Everto Rex Regis,0,0,0
3394.0,,Everyone Loves Moose Organization,0,0,0
3395.0,,Everyone Panic,0,0,0
3396.0,,Everyones Best Interest,0,0,0
3397.0,,Everyones Best Interest,0,0,0
3398.0,,EveryoneVersusEveryone.com.,0,0,0
3399.0,,Everyshore Alliance,0,0,0
3400.0,,Everything Is Going to be Alt-Right,0,0,0
3401.0,,Everywhere - Everything,0,0,0
3402.0,,EvEs Finest Alliance,0,0,0
3403.0,,Eves Misguided Children,0,0,0
3404.0,,Eves Misguided Children,0,0,0
3405.0,,EVESpace,0,0,0
3406.0,,EVESpace Alliance,0,0,0
3407.0,,EveTech Enterprises,0,0,0
3408.0,,EveWager,0,0,0
3409.0,,Evi1 Empire,0,0,0
3410.0,,Eviction Imminent,0,0,0
3411.0,,Eviction Imminent,0,0,0
3412.0,,Evictus Associates,0,0,0
3413.0,,Evil Alliance.,0,0,0
3414.0,,Evil At Work,0,0,0
3415.0,,Evil At Work,0,0,0
3416.0,,Evil Kitty Federation,0,0,0
3417.0,,Evil Monkeys Asylum,0,0,0
3418.0,,Evil Monkies Incorporated,0,0,0
3419.0,,Evil Syndicate Alliance.,0,0,0
3420.0,,Evil Things Inc.,0,0,0
3421.0,,Evil Things Inc.,0,0,0
3422.0,,Evil-Bastards,0,0,0
3423.0,,Evil-Chickens,0,0,0
3424.0,,Evil-Chickens,0,0,0
3425.0,,Evil.,0,0,0
3426.0,,EVOCATI Alliance,0,0,0
3427.0,,EVOL.,0,0,0
3428.0,,Evolution 112,0,0,0
3429.0,,Evolution Alliance,0,0,0
3430.0,,Evolution Continuum,0,0,0
3431.0,,Evolution of Dawn,0,0,0
3432.0,,eVolution Reloaded,0,0,0
3433.0,,Ewoks,0,0,0
3434.0,,Ex Cinere Scriptor,0,0,0
3435.0,,Ex Inferis.,0,0,0
3436.0,,Ex umbra.,0,0,0
3437.0,,Exa Nation,0,0,0
3438.0,,Exaequo,0,0,0
3439.0,,Excalabis,0,0,0
3440.0,,Excavation Exploration and Eradication Consortium,0,0,0
3441.0,,eXceed.,0,0,0
3442.0,,Excessive Detail,0,0,0
3443.0,,Excessum Gaming,0,0,0
3444.0,,Excessum Messor,0,0,0
3445.0,,Excessum.,0,0,0
3446.0,,Excuses.,0,0,0
3447.0,,EXE.Cute.EVE,0,0,0
3448.0,,eXecute,0,0,0
3449.0,,eXecute Alliance,0,0,0
3450.0,,Executive Apotheosis,0,0,0
3451.0,,Executive Intelligence Agency,0,0,0
3452.0,,Executive Outcomes,0,0,0
3453.0,,Executive Panda Collective,0,0,0
3454.0,,Executive Panda Collective,0,0,0
3455.0,,Executive Solution,0,0,0
3456.0,,Executive Vice Empire,0,0,0
3457.0,,Executive-Outcomes Alliance,0,0,0
3458.0,,Exhale.,0,0,0
3459.0,,Exile Nation,0,0,0
3460.0,,Exile..,0,0,0
3461.0,,Exiled Alliance,0,0,0
3462.0,,Exiled Asylum,0,0,0
3463.0,,Exiliar Syndicate,0,0,0
3464.0,,Existential Anxiety,0,0,0
3465.0,,Exit Existence,0,0,0
3466.0,,Exit Strategy..,0,0,0
3467.0,,Exitium Omnis.,0,0,0
3468.0,,Exodus Alliance,0,0,0
3469.0,,eXon State,0,0,0
3470.0,,ExoNova.,0,0,0
3471.0,,Exotic Dancer Trainer Alliance,0,0,0
3472.0,,Exotic Dancers Trading Inc.,0,0,0
3473.0,,Exotic Masters,0,0,0
3474.0,,Exotic Matter Coalition,0,0,0
3475.0,,Expanse,0,0,0
3476.0,,Expedited Explosion Experience,0,0,0
3477.0,,Experimental Rage,0,0,0
3478.0,,Expeto Libertas Foedus,0,0,0
3479.0,,Explicit Advisory,0,0,0
3480.0,,Explicit Associates,0,0,0
3481.0,,Exploding Supremacy,0,0,0
3482.0,,Exploit This,0,0,0
3483.0,,Exploratores orbitas et ultra,0,0,0
3484.0,,Exploratory Armaments Syndicate,0,0,0
3485.0,,Explorer Alliance,0,0,0
3486.0,,Explorers Academy Group,0,0,0
3487.0,,Explosive Entry,0,0,0
3488.0,,Expoit This Mf's,0,0,0
3489.0,,eXponential maXimum,0,0,0
3490.0,,Exquisite Demise,0,0,0
3491.0,,Exquisite Malevolence,0,0,0
3492.0,,Exquisite Malevolence,0,0,0
3493.0,,eXsecratio Alliance,0,0,0
3494.0,,Extempore Extinguo,0,0,0
3495.0,,Extended Downtime.,0,0,0
3496.0,,EXTERMINATUM,0,0,0
3497.0,,External Factor,0,0,0
3498.0,,Externus Hostis,0,0,0
3499.0,,Extinct Darkness,0,0,0
3500.0,,Extinction Level Event.,0,0,0
3501.0,,Extra Reinforcements,0,0,0
3502.0,,Extract.,0,0,0
3503.0,,Extreme Carebears,0,0,0
3504.0,,EXTREME MINING MISIFITS SOLDIERS Alliance,0,0,0
3505.0,,Extreme Prejudice.,0,0,0
3506.0,,Extreme Prejudice.,0,0,0
3507.0,,Extreme-Alliance,0,0,0
3508.0,,Extricate.,0,0,0
3509.0,,Exuro Mortis,0,0,0
3510.0,,Exuro Mortis,0,0,0
3511.0,,Exxxotic,0,0,0
3512.0,,Eych Four Eks Zero Ahr,0,0,0
3513.0,,Eye of Ra Alliance,0,0,0
3514.0,,Eye of Ra Alliance,0,0,0
3515.0,,Eye Of The Deceiver.,0,0,0
3516.0,,Eyes of Space,0,0,0
3517.0,,Eyrie Alliance,0,0,0
3518.0,,F . R . A . N . K,0,0,0
3519.0,,F A I L,0,0,0
3520.0,,F A L L 0 U T,0,0,0
3521.0,,F E D E R A T I O N,0,0,0
3522.0,,F E L L O W S H I P,0,0,0
3523.0,,F O N D A T I O N,0,0,0
3524.0,,F R E I G E I S T,0,0,0
3525.0,,F-I-N-K and Co.,0,0,0
3526.0,,F.E.A.R Alliance,0,0,0
3527.0,,F.E.R.A.L,0,0,0
3528.0,,F.E.R.A.L,0,0,0
3529.0,,F.E.R.A.L,0,0,0
3530.0,,F.E.T.I.S.H,0,0,0
3531.0,,F.F.A.,0,0,0
3532.0,,F.M.J.,0,0,0
3533.0,,F0 Testing Alliance,0,0,0
3534.0,,F0RCED ENTRY.,0,0,0
3535.0,,F0RCEFUL ENTRY,0,0,0
3536.0,,F0rgotten Hope,0,0,0
3537.0,,F0RS,0,0,0
3538.0,,Fabas Collective,0,0,0
3539.0,,Fabricated Confabulations,0,0,0
3540.0,,Face.Rollers,0,0,0
3541.0,,FACTION WARFARE ALLIANCE,0,0,0
3542.0,,Faction Welfare,0,0,0
3543.0,,Factions Francophones Unies,0,0,0
3544.0,,Fade 2 Black,0,0,0
3545.0,,Fade To Black.,0,0,0
3546.0,,Faded Awakening,0,0,0
3547.0,,Failed Diplomacy.,0,0,0
3548.0,,Failed-Diplomacy,0,0,0
3549.0,,Failliance,0,0,0
3550.0,,Failscade Union,0,0,0
3551.0,,Failure Imminent,0,0,0
3552.0,,Failure To Communicate Alliance,0,0,0
3553.0,,Fairyliance,0,0,0
3554.0,,Fairytail.,0,0,0
3555.0,,Fall From Heaven,0,0,0
3556.0,,Fallen Angels Alliance,0,0,0
3557.0,,Fallen Angels.,0,0,0
3558.0,,Fallen Defiance,0,0,0
3559.0,,Fallen Kingdome,0,0,0
3560.0,,Fallen Souls,0,0,0
3561.0,,Fallen Vanguard,0,0,0
3562.0,,Fallout Project,0,0,0
3563.0,,Family Renegades,0,0,0
3564.0,,Family Syndicate,0,0,0
3565.0,,FamousPlayers Corporation,0,0,0
3566.0,,Fanatic Empire,0,0,0
3567.0,,Fang Alliance,0,0,0
3568.0,,Fangg Holdings Alliance,0,0,0
3569.0,,Fangs of Fenris,0,0,0
3570.0,,Fannie Holdings Alliance,0,0,0
3571.0,,Far East Commerce and Industry,0,0,0
3572.0,,Far Eastern Alliance,0,0,0
3573.0,,Far From Sober Alliance,0,0,0
3574.0,,Far Horizons,0,0,0
3575.0,,Farewell Syndicate,0,0,0
3576.0,,Farscape Alliance,0,0,0
3577.0,,Farscape Alliance,0,0,0
3578.0,,Farscape Empire Coalition,0,0,0
3579.0,,Farseer Ind,0,0,0
3580.0,,Farternity,0,0,0
3581.0,,Farternity,0,0,0
3582.0,,Fashion Warfare,0,0,0
3583.0,,Fastcart Unlimited,0,0,0
3584.0,,Faster Than Light Adventures,0,0,0
3585.0,,Fat Kids Cause Lag,0,0,0
3586.0,,Fat Kids Win At See-Saw Alliance,0,0,0
3587.0,,Fat Raptor Ltd,0,0,0
3588.0,,Fatal alliance,0,0,0
3589.0,,FATAL Alliance,0,0,0
3590.0,,Fatal Error.,0,0,0
3591.0,,FATAL ORDER,0,0,0
3592.0,,Fates of the Stonecutters,0,0,0
3593.0,,Fates of the Stonecutters,0,0,0
3594.0,,Fates United Consortium,0,0,0
3595.0,,Fathead Gruber Corporation Alliance,0,0,0
3596.0,,Fatigue.,0,0,0
3597.0,,Favente Deo Supero,0,0,0
3598.0,,Fawcates Federation,0,0,0
3599.0,,FBI Federation Alliance,0,0,0
3600.0,,FC Alliance,0,0,0
3601.0,,Fear and Loathing in New Eden,0,0,0
3602.0,,FEAR FACTORY.,0,0,0
3603.0,,Fear My Baguette,0,0,0
3604.0,,Fear Th3 Vampires,0,0,0
3605.0,,Fear The Deer,0,0,0
3606.0,,Fear The Vampires.,0,0,0
3607.0,,Fear.,0,0,0
3608.0,,Fear.,0,0,0
3609.0,,FEAR.,0,0,0
3610.0,,Fearless Flying Frogs,0,0,0
3611.0,,FEARLESS.,0,0,0
3612.0,,Feckless.,0,0,0
3613.0,,Fed Star,0,0,0
3614.0,,FedCo Manufacturers Union,0,0,0
3615.0,,Federal Coalition Veterans Association,0,0,0
3616.0,,Federal Consensus Outreach,0,0,0
3617.0,,Federal Defense Coalition,0,0,0
3618.0,,Federal Republic,0,0,0
3619.0,,Federal Security Basis,0,0,0
3620.0,,Federal Union of Systems,0,0,0
3621.0,,Federal United Battalion of Armed Renegades,0,0,0
3622.0,,Federated of Union Corporations,0,0,0
3623.0,,Federated Republic of Allied Colonies,0,0,0
3624.0,,Federated-Suns,0,0,0
3625.0,,Federation attack Fighter,0,0,0
3626.0,,Federation Emergency Services,0,0,0
3627.0,,Federation Mining Unit,0,0,0
3628.0,,Federation Navales et Minieres unies,0,0,0
3629.0,,Federation of Active Commonwealth Terrorists,0,0,0
3630.0,,Federation of Empire Systems,0,0,0
3631.0,,Federation of Independent,0,0,0
3632.0,,Federation of Kings,0,0,0
3633.0,,Federation of New Eden,0,0,0
3634.0,,FEDERATION OF ORE,0,0,0
3635.0,,Federation Of Outer Planets,0,0,0
3636.0,,Federation of Solo Corporations,0,0,0
3637.0,,Federation of Traders,0,0,0
3638.0,,Federation of United Corps,0,0,0
3639.0,,Federation Of United Corps,0,0,0
3640.0,,Federation Of united Corps,0,0,0
3641.0,,FEDERATION SOLARIS,0,0,0
3642.0,,Federation SwarmGoon,0,0,0
3643.0,,Feel The Love Alliance,0,0,0
3644.0,,FELONY 13,0,0,0
3645.0,,FelsenSturm,0,0,0
3646.0,,Female Breast Inspectors,0,0,0
3647.0,,Feral Reflection,0,0,0
3648.0,,FERAL.,0,0,0
3649.0,,Ferocem Ursus,0,0,0
3650.0,,Ferox in Harpyia,0,0,0
3651.0,,Ferrum 26,0,0,0
3652.0,,FETID,0,0,0
3653.0,,Feuerreich,0,0,0
3654.0,,FeverClan Alliance,0,0,0
3655.0,,Fiat Lux.,0,0,0
3656.0,,Fiber Pills,0,0,0
3657.0,,Fiddler's Green United Forces,0,0,0
3658.0,,Fides Amplius Faith No More Alliance,0,0,0
3659.0,,Fidicus Federation,0,0,0
3660.0,,Field Operations,0,0,0
3661.0,,Fiend Cartel,0,0,0
3662.0,,Fiery Unicorn,0,0,0
3663.0,,Fifth Ancient Race,0,0,0
3664.0,,Fifty Shades Of Pew,0,0,0
3665.0,,FIGHT CLUB INC,0,0,0
3666.0,,FIGHT.ME,0,0,0
3667.0,,Fighting and Trading Germany,0,0,0
3668.0,,Fillydom,0,0,0
3669.0,,Filthy Bastards,0,0,0
3670.0,,Filthy Casuals..,0,0,0
3671.0,,Fimbulwinter,0,0,0
3672.0,,Final Admonition,0,0,0
3673.0,,Final Empire,0,0,0
3674.0,,Final Notice.,0,0,0
3675.0,,Final Resolution.,0,0,0
3676.0,,Final Retribution Alliance,0,0,0
3677.0,,Final Society,0,0,0
3678.0,,Final Ultimatum Industries,0,0,0
3679.0,,Final Unity,0,0,0
3680.0,,final unity,0,0,0
3681.0,,Final.,0,0,0
3682.0,,Financial Underwriters Holding Quorum,0,0,0
3683.0,,Finch Enterprises Alliance,0,0,0
3684.0,,Fine R.I.P. United,0,0,0
3685.0,,Fingers Crossed Collective,0,0,0
3686.0,,Finis Terrae,0,0,0
3687.0,,Fire Breathing Rubber Duckies,0,0,0
3688.0,,Fire Breathing Rubber Duckies,0,0,0
3689.0,,Fire Fly Alliance,0,0,0
3690.0,,Fire Ice and Steel,0,0,0
3691.0,,Fire Ridge Alliance,0,0,0
3692.0,,Firebird Alliance,0,0,0
3693.0,,Firelands,0,0,0
3694.0,,FIRESALE Wrecking Fest,0,0,0
3695.0,,Firestorm Federation,0,0,0
3696.0,,FireStorm Fleet Alliance,0,0,0
3697.0,,Firesworn Nation,0,0,0
3698.0,,Firesworn Nation,0,0,0
3699.0,,Firesworn Tactical,0,0,0
3700.0,,Firesworn Tactical Command,0,0,0
3701.0,,Firmus Ixion,0,0,0
3702.0,,First Among Alliance,0,0,0
3703.0,,First Church Of The Goo,0,0,0
3704.0,,First Class.,0,0,0
3705.0,,First Contact Coalition,0,0,0
3706.0,,First Empire,0,0,0
3707.0,,First Encounter,0,0,0
3708.0,,FIRST GALACTIC EMPIRE,0,0,0
3709.0,,First Republic,0,0,0
3710.0,,Fishship Area Friend,0,0,0
3711.0,,Fist. of the Empire,0,0,0
3712.0,,Five Cats on a Bed Alliance,0,0,0
3713.0,,Five Pleasures,0,0,0
3714.0,,Flame of Destiny,0,0,0
3715.0,,Flaming Hand,0,0,0
3716.0,,Flaming Hookers,0,0,0
3717.0,,Flaming Nebula,0,0,0
3718.0,,Flaming Ninja Lobsters Alliance,0,0,0
3719.0,,Flappy Chickens With Teeth,0,0,0
3720.0,,Flashing Red Alliance,0,0,0
3721.0,,FlashPoint Paradox,0,0,0
3722.0,,FlawIess Victory,0,0,0
3723.0,,Flawless Victory.,0,0,0
3724.0,,FLE5HY WARLARDS,0,0,0
3725.0,,Fleet. Command.,0,0,0
3726.0,,Fleetingly Finite,0,0,0
3727.0,,FLEX COALITION,0,0,0
3728.0,,Flex Point,0,0,0
3729.0,,FLEXED OUT,0,0,0
3730.0,,FlFTH Column,0,0,0
3731.0,,Flipping Tables Inc.,0,0,0
3732.0,,Floscen Paradice Alliance,0,0,0
3733.0,,Floyd Alliance,0,0,0
3734.0,,Fluegel in Flammen,0,0,0
3735.0,,Fluff Bites,0,0,0
3736.0,,fluffy bunnies.,0,0,0
3737.0,,Fluffy Empire,0,0,0
3738.0,,Fluffy Wombat,0,0,0
3739.0,,FLUID REASONING,0,0,0
3740.0,,Fluidic Anti-Gravity,0,0,0
3741.0,,Fluit Semper,0,0,0
3742.0,,Fly By Night Alliance,0,0,0
3743.0,,FLY BY WIRE,0,0,0
3744.0,,Fly Casual Alliance,0,0,0
3745.0,,Fly Casual. Alliance,0,0,0
3746.0,,Fly Fearless,0,0,0
3747.0,,Flying Dangerous,0,0,0
3748.0,,Flying Dangerous,0,0,0
3749.0,,Flying Heavy Metal,0,0,0
3750.0,,Flying Mafia,0,0,0
3751.0,,Flying Meat Bun,0,0,0
3752.0,,Flying Tiger Jump Kick,0,0,0
3753.0,,Fnck Around And Find Out Alliance,0,0,0
3754.0,,Focused Intentions,0,0,0
3755.0,,Foedus,0,0,0
3756.0,,FoG-of-War,0,0,0
3757.0,,foghsho is a god,0,0,0
3758.0,,For All Mankind,0,0,0
3759.0,,For All Mankind,0,0,0
3760.0,,For Golgothan,0,0,0
3761.0,,For Medicinal Use Only,0,0,0
3762.0,,Forbidden Brotherhood Syndicate,0,0,0
3763.0,,Forbidden Domain,0,0,0
3764.0,,Forbidden Federation,0,0,0
3765.0,,Force Of Evil,0,0,0
3766.0,,Forced Labor,0,0,0
3767.0,,Forceful Ascension,0,0,0
3768.0,,Forces Francophones Libres,0,0,0
3769.0,,Forces of Freedom,0,0,0
3770.0,,FORECLOSURE.,0,0,0
3771.0,,Forerunners of Fate Alliance,0,0,0
3772.0,,Foretold,0,0,0
3773.0,,Forever Forgotten,0,0,0
3774.0,,Forever Love.,0,0,0
3775.0,,Forever Unbound,0,0,0
3776.0,,Forfeiture,0,0,0
3777.0,,Forge of Blood.,0,0,0
3778.0,,Forge of Blood.,0,0,0
3779.0,,Forged in Fire,0,0,0
3780.0,,Forged Under Fire,0,0,0
3781.0,,Forging Bonds,0,0,0
3782.0,,forgotten alliance,0,0,0
3783.0,,Forgotten Angels Empire,0,0,0
3784.0,,Forgotten Empire.,0,0,0
3785.0,,Forgotten Form,0,0,0
3786.0,,Forkoff,0,0,0
3787.0,,formicidae,0,0,0
3788.0,,Forn Sidr Fyrd,0,0,0
3789.0,,Forsak3n.,0,0,0
3790.0,,Forsaken Alliance,0,0,0
3791.0,,Forsaken Armada,0,0,0
3792.0,,Forsaken Asylum,0,0,0
3793.0,,Forsaken Confederation,0,0,0
3794.0,,Forsaken Empire.,0,0,0
3795.0,,Forsaken Empires.,0,0,0
3796.0,,Forsaken Federation,0,0,0
3797.0,,Forsaken Generation Coalition,0,0,0
3798.0,,Forsaken Insurrection,0,0,0
3799.0,,Forsaken Knights,0,0,0
3800.0,,Forsaken Latency,0,0,0
3801.0,,Forsaken Rejects,0,0,0
3802.0,,Forsaken Syndicates,0,0,0
3803.0,,Forsaken.Empire,0,0,0
3804.0,,Fortes et Veritas,0,0,0
3805.0,,Fortis Malleus,0,0,0
3806.0,,Fortiter et fideliter,0,0,0
3807.0,,Fortuis Quo Fidelus,0,0,0
3808.0,,Fortuna Alliance,0,0,0
3809.0,,Fortus Quo Fidelius,0,0,0
3810.0,,Forward As One,0,0,0
3811.0,,Forward Evolution,0,0,0
3812.0,,Forward Go Go Piggy Man,0,0,0
3813.0,,Forward Motion Industries,0,0,0
3814.0,,Forward Unto Glory,0,0,0
3815.0,,Forward Unto Glory,0,0,0
3816.0,,Forward Warring Fire,0,0,0
3817.0,,Forward Warring Fire holding Alliance,0,0,0
3818.0,,Foundation Alliance,0,0,0
3819.0,,Foundation of United Corporations,0,0,0
3820.0,,Fountain Whitegiver,0,0,0
3821.0,,Fountain Whitegiver,0,0,0
3822.0,,Four Cats On A Bed Alliance,0,0,0
3823.0,,Four Elements,0,0,0
3824.0,,Four Ponies,0,0,0
3825.0,,Fox Clan,0,0,0
3826.0,,Fox Force Alliance,0,0,0
3827.0,,FOX.HOUND,0,0,0
3828.0,,Fozzie Mechanics,0,0,0
3829.0,,Fractal Multiversity,0,0,0
3830.0,,Fractal Russian Alliance,0,0,0
3831.0,,Fracture Alliance,0,0,0
3832.0,,Fracture Point,0,0,0
3833.0,,Fraggle Rock.,0,0,0
3834.0,,Fragment.,0,0,0
3835.0,,FRAKKERS UNITED,0,0,0
3836.0,,Franschen Bauer,0,0,0
3837.0,,Frater Adhuc Excessum,0,0,0
3838.0,,Fraternity Industries Group,0,0,0
3839.0,,Fraternity Minmatar Guard,0,0,0
3840.0,,Fraternity.,0,0,0
3841.0,,Fraternity. Treasury,0,0,0
3842.0,,Fratres Milites de Amarri,0,0,0
3843.0,,Fratricide.,0,0,0
3844.0,,Freak World.,0,0,0
3845.0,,Free 2 Play,0,0,0
3846.0,,Free Allied Traders,0,0,0
3847.0,,Free Beer.,0,0,0
3848.0,,Free Candy Alliance,0,0,0
3849.0,,Free Candy Get In The Van Alliance,0,0,0
3850.0,,Free Corp Alliance,0,0,0
3851.0,,Free Delivery,0,0,0
3852.0,,Free Delivery,0,0,0
3853.0,,Free Enterprise Treaty Organization,0,0,0
3854.0,,Free EVE Alliance,0,0,0
3855.0,,Free Fly Alliance,0,0,0
3856.0,,Free Forces Alliance,0,0,0
3857.0,,Free Galactic Enterprises Alliance,0,0,0
3858.0,,Free Galactic Enterprises Alliance,0,0,0
3859.0,,Free Galactic Enterprises Alliance,0,0,0
3860.0,,Free Haven,0,0,0
3861.0,,FREE KARTTOON NOW,0,0,0
3862.0,,Free Mareket Alliance,0,0,0
3863.0,,Free Peoples Nation,0,0,0
3864.0,,Free range egg plant,0,0,0
3865.0,,Free Republic of Arstozka,0,0,0
3866.0,,Free Trade and Industries Coalition,0,0,0
3867.0,,Free Trade Coalition,0,0,0
3868.0,,Free Trade Consortium,0,0,0
3869.0,,Free Trade Syndicate,0,0,0
3870.0,,Free Trade Zone.,0,0,0
3871.0,,Free Traders of EVE,0,0,0
3872.0,,Free Worlds Alliance,0,0,0
3873.0,,Freebird Mining Corporation Alliance,0,0,0
3874.0,,Freedom Among the Stars,0,0,0
3875.0,,Freedom Fighters Alliance,0,0,0
3876.0,,Freedom Force.,0,0,0
3877.0,,Freedom Of Choice.,0,0,0
3878.0,,Freedom of Elbas,0,0,0
3879.0,,Freedom of Elbas,0,0,0
3880.0,,Freedom.,0,0,0
3881.0,,FreeFall Securities,0,0,0
3882.0,,FreeFall Securities,0,0,0
3883.0,,FreeHuntersTEAM Alliance,0,0,0
3884.0,,Freek Alliance,0,0,0
3885.0,,Freek Alliance,0,0,0
3886.0,,FREELANCER ALLIANCE,0,0,0
3887.0,,Freelancer Alliance,0,0,0
3888.0,,Freelancer Coalition,0,0,0
3889.0,,Freelancer Coalition,0,0,0
3890.0,,Freelancer Nation,0,0,0
3891.0,,FREELANCER POLARIS.,0,0,0
3892.0,,Freemason Core,0,0,0
3893.0,,Freemen Alliance,0,0,0
3894.0,,Freeport Alliance,0,0,0
3895.0,,Freeport Trading Federation,0,0,0
3896.0,,Freeport Union of Independent Corporations,0,0,0
3897.0,,FREGE,0,0,0
3898.0,,FREGE Alliance,0,0,0
3899.0,,Freight and Trade Coalition,0,0,0
3900.0,,Freight Train Diplomacy,0,0,0
3901.0,,Freikorps Alliance,0,0,0
3902.0,,FreiTek Heavy Industries,0,0,0
3903.0,,French Business Factory Group,0,0,0
3904.0,,French ConneXion Family,0,0,0
3905.0,,French ConneXion.,0,0,0
3906.0,,Frentix Alliance,0,0,0
3907.0,,Frequency Capital,0,0,0
3908.0,,Frequent Moose and Friends,0,0,0
3909.0,,FRIDAY NIGHT PALSY,0,0,0
3910.0,,Friendly Farming United,0,0,0
3911.0,,Friendly Players Alliance,0,0,0
3912.0,,Friends in Null Places,0,0,0
3913.0,,Friends of Brave,0,0,0
3914.0,,Friends Of Freedom,0,0,0
3915.0,,Friends w Benefits,0,0,0
3916.0,,FriendsReunited,0,0,0
3917.0,,From Ashes.,0,0,0
3918.0,,From Dust we Rise,0,0,0
3919.0,,From Outa Nowhere,0,0,0
3920.0,,From The Abyss,0,0,0
3921.0,,From the Sewers,0,0,0
3922.0,,From the Void,0,0,0
3923.0,,From Uranus To Wormhole Ouch,0,0,0
3924.0,,Frontal Impact,0,0,0
3925.0,,Frontier Astronautics,0,0,0
3926.0,,Frontier Coalition,0,0,0
3927.0,,Frontier Exploratory Logistics,0,0,0
3928.0,,Frontier Logistics and Travel,0,0,0
3929.0,,Frontier Logistics and Travel,0,0,0
3930.0,,Frontier Systems Alliance,0,0,0
3931.0,,Frontier Trade League,0,0,0
3932.0,,Frontier Trading and Co Alliance,0,0,0
3933.0,,Frontline Assembly Point,0,0,0
3934.0,,Frontline Assembly Point,0,0,0
3935.0,,Frontline.,0,0,0
3936.0,,FROST Alliance,0,0,0
3937.0,,FROST Alliance,0,0,0
3938.0,,Frost Coalition,0,0,0
3939.0,,Frostbane,0,0,0
3940.0,,Frostburn Empire,0,0,0
3941.0,,Frozen Body Parts,0,0,0
3942.0,,Frozen Body Parts,0,0,0
3943.0,,Frozen Karma.,0,0,0
3944.0,,Frozen Shipyards,0,0,0
3945.0,,Frozen Synapse,0,0,0
3946.0,,Frustrated Miners' League,0,0,0
3947.0,,FTW-NH Alliance,0,0,0
3948.0,,Fubar Federation,0,0,0
3949.0,,FUBR Collective,0,0,0
3950.0,,FUBR Dominion,0,0,0
3951.0,,Fuel and Ice Mining Alliance,0,0,0
3952.0,,Fueling the Fire,0,0,0
3953.0,,Fuji Heavy Industries Ltd.,0,0,0
3954.0,,Fujiyama Gellert-hegy,0,0,0
3955.0,,Fulken Industries,0,0,0
3956.0,,Full Metal Militia,0,0,0
3957.0,,Full Nelson Best Nelson,0,0,0
3958.0,,Full Spectrum Autism,0,0,0
3959.0,,Full Spectrum Enterprises,0,0,0
3960.0,,Fully Funded Alliance,0,0,0
3961.0,,Fun Society,0,0,0
3962.0,,Furia.,0,0,0
3963.0,,Fury Unleashed Inc.,0,0,0
3964.0,,Fusion Alliance,0,0,0
3965.0,,Fusion.,0,0,0
3966.0,,FUSION.,0,0,0
3967.0,,Future Signal,0,0,0
3968.0,,FutureGen Alliance,0,0,0
3969.0,,Futuretech Enterprises,0,0,0
3970.0,,Fuzzy Logec,0,0,0
3971.0,,Fuzzy Logic.,0,0,0
3972.0,,Fuzzy Nut Attack Squirrels,0,0,0
3973.0,,G a l a c t i c Industries,0,0,0
3974.0,,G A L L I E N,0,0,0
3975.0,,G Alliance,0,0,0
3976.0,,G Alliance,0,0,0
3977.0,,G H O S T S,0,0,0
3978.0,,G Spot Alliance,0,0,0
3979.0,,G String University,0,0,0
